,model_id,label,train length,dev length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,mask_init,model,model path,train loss,dev loss,knn dev acc,dev majority acc,knn test acc,test majority acc,L0 Norm,L0 Max,vanilla acc,ablated acc,kl,mlm vanilla acc,mlm ablated acc,mlm kl,random ablate kl mean,random ablate kl std,all random ablate kls,random ablate mlm kl mean,random ablate mlm kl std,all random ablate mlm kls
0,41fd1095-3199-49d8-8e1a-2be76589176e,dep,16521,1522,15977,16,0.001,0,0,6,attn,0.0,gpt_neox,EleutherAI/pythia-160m,2.609520519933393,2.7858464320500693,0.6471028503711096,0.11632258466911995,0.5648745071039619,0.11698065969831634,421983.0,2359296,0.18929254302103252,0.12237093690248566,1.0499247349774936,-1,-1,-1,0.053832838108313165,0.002175105197281412,"[0.05318907524386054, 0.051493890882678056, 0.056058408349391534, 0.057400267621071345, 0.054328014016379364, 0.05702096174445556, 0.05090742433352255, 0.05300348013202577, 0.052875881061347295, 0.052050977698399656]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1,22080ad2-f5e8-47af-9877-76ae721b2bb4,dep,16521,1522,15977,16,0.001,0,0,6,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.6434507908359652,2.7592111428578696,0.7299047381856671,0.11649336903057095,0.6456155723853039,0.11698065969831634,450710.0,4718592,0.18929254302103252,0.14404079031230083,0.47441568854813976,-1,-1,-1,0.038204463231783906,0.0016176316677326478,"[0.03727155676915282, 0.03903395176845573, 0.03848905545119802, 0.03725519417348829, 0.03912392416298199, 0.0368343666908162, 0.03714215367975472, 0.042229398942586344, 0.03834619272887289, 0.036318837950532035]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2,b3a0e463-6bf8-45ef-8605-554d0602d5da,dep,16521,1522,15977,16,0.001,0,0,7,attn,0.0,gpt_neox,EleutherAI/pythia-160m,2.5996844307068856,2.7965567906697593,0.705669556539637,0.11632258466911995,0.5960443137009451,0.11698065969831634,432850.0,2359296,0.18929254302103252,0.13702995538559593,0.5466505820163121,-1,-1,-1,0.058520306987774606,0.004680798812511239,"[0.05401715387425809, 0.04918589449141571, 0.059219506229087, 0.05686632670590344, 0.05930135324549873, 0.060627958590700186, 0.06313108075873118, 0.05649255445005029, 0.06734020653767826, 0.0590210349944232]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3,bd43a5b5-c6d6-4060-ac4b-12532d59e776,dep,16521,1522,15977,16,0.001,0,0,7,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.644512826396573,2.7625510692596436,0.7359442126891227,0.11649336903057095,0.6488076610127058,0.11698065969831634,440676.0,4718592,0.18929254302103252,0.14977692797960485,0.47895368548089945,-1,-1,-1,0.03881974180767382,0.0012533548738256036,"[0.03779698329947419, 0.03756268454479366, 0.03759445180704519, 0.040491470035433845, 0.0385699834392054, 0.03856595721952926, 0.03845880288390919, 0.041700403275498926, 0.03840064880876803, 0.03905603276308058]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
4,202f07c5-edf6-4e7a-bd83-ae62fcc2bd85,dep,16521,1522,15977,16,0.001,0,0,8,attn,0.0,gpt_neox,EleutherAI/pythia-160m,2.6227099818568074,2.8021727800369263,0.7285598453190295,0.11632258466911995,0.5827752394066471,0.11698065969831634,425525.0,2359296,0.18929254302103252,0.13702995538559593,0.6243939664122251,-1,-1,-1,0.06493808996760975,0.008219842776203306,"[0.061802287250662245, 0.06876790986994105, 0.0660092880803358, 0.05856062121418648, 0.07730343723236337, 0.07983428099263315, 0.06712983169701542, 0.05962827450306724, 0.05284788716439611, 0.05749708167149657]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
5,15fa8e7e-95da-4e2e-b9a3-1bea74ebbd2a,dep,16521,1522,15977,16,0.001,0,0,8,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.6514688884058306,2.7620107332865396,0.7130315671502397,0.11649336903057095,0.6486198910934469,0.11698065969831634,446920.0,4718592,0.18929254302103252,0.14467813894200127,0.5751816972643802,-1,-1,-1,0.046462147641592226,0.0013617621587873904,"[0.04922791694363946, 0.04638985511677671, 0.047719164058765536, 0.047512650109917745, 0.04505292164284078, 0.0450098731853614, 0.04512069147813844, 0.04734175945255238, 0.04587838420296566, 0.04536826022496415]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
6,9ba361dc-f2bf-49a7-86ec-41183569f48d,dep,16521,1522,15977,16,0.001,0,0,9,attn,0.0,gpt_neox,EleutherAI/pythia-160m,2.639758006218941,2.8160078525543213,0.6020083577621156,0.11632258466911995,0.5435939162546161,0.11698065969831634,458682.0,2359296,0.18929254302103252,0.09496494582536648,1.0342357044694073,-1,-1,-1,0.030436389745611386,0.002133344408443628,"[0.03423952646054912, 0.028629910801534368, 0.02977975878159357, 0.031694542305571324, 0.030596407907946693, 0.02687001273919246, 0.030444683126008305, 0.028598148401866984, 0.03351137879701691, 0.02999952813483409]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
7,da8ff643-8872-4964-91b5-55783ba90945,dep,16521,1522,15977,16,0.001,0,0,9,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.6523342517114457,2.784594933191935,0.7251105161571508,0.11649336903057095,0.6372285159917381,0.11698065969831634,399951.0,4718592,0.18929254302103252,0.15551306564690887,0.5508808357233907,-1,-1,-1,0.05180035768001987,0.00286485546803782,"[0.05495627447630358, 0.04928799903339607, 0.04593581132177641, 0.053478000268881457, 0.04958472364339348, 0.05164859885999243, 0.05254657713754531, 0.05104714582648681, 0.056344911807505775, 0.053173534424917346]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
8,f6e29bb2-5ab6-495d-b67c-fc5d147ed2a4,dep,16521,1522,15977,16,0.001,0,0,10,attn,0.0,gpt_neox,EleutherAI/pythia-160m,2.6465188803211337,2.8134603103001914,0.6565832969500406,0.11632258466911995,0.5666896163234649,0.11698065969831634,493251.0,2359296,0.18929254302103252,0.16698534098151688,0.389815360288699,-1,-1,-1,0.019179954431556907,0.0010157776093627463,"[0.018856571311780493, 0.016973567206514648, 0.019585988109775833, 0.017993231652419683, 0.01985502759691558, 0.019674888304497044, 0.020010440648931694, 0.019586431820579515, 0.018680808345096896, 0.02058258931905772]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
9,07b1c334-a304-4066-b8e4-86305496a5d6,dep,16521,1522,15977,16,0.001,0,0,10,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.657723480655301,2.7834364970525107,0.7150862337338896,0.11649336903057095,0.631783188333229,0.11698065969831634,404893.0,4718592,0.18929254302103252,0.16061185468451242,0.6197755617879621,-1,-1,-1,0.08747152956980211,0.006341847035180384,"[0.08941047430190407, 0.08549740695892587, 0.08346139434950606, 0.09651816217970742, 0.08487903213257847, 0.09724899885227453, 0.08053151234614006, 0.09187042644785194, 0.08898385061892528, 0.07631403751020753]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
